HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
2261,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,genetta,Small-spotted genet,1479,,78,62,2,2,182,77.75,,1866.7,0.0059,22.7,671,captivity,medium,acceptable,,,,,,"4,34,45,55,73,61,06,71,00,00,00,000"
2262,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,maculata,Panther genet,,,,,2.3,,,,,2225,,20,671,captivity,tiny,acceptable,,,,,,"45,56,10,671"
2263,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,pardina,Pardine genet,1461,,71,,2.5,,,71.5,,2000,,,,unknown,small,low,,,,,,"4,55,52,01,308"
2264,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,servalina,Servaline genet,,,,,1.5,,,,,1055,,,,unknown,small,low,,,,,,"45,56,71,730"
2265,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,tigrina,Large-spotted genet,1461,,70,59,2.5,2,304,71.5,,1820,,21.3,671,captivity,small,acceptable,,,4.189,1699,310.15,"36,42,04,55,61,06,71,900"
2266,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus,derbyanus,Banded palm civet,,,,71,2,,,125,,2400,,16,671,captivity,tiny,acceptable,,,,,,"4,34,45,56,71,673"
2267,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paguma,larvata,Masked palm civet,,,,,2.3,2,182,,,4300,,27.4,671,captivity,small,acceptable,,,,,,"4,34,45,56,71,978"
2268,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Asian palm civet,341,,60,,3.4,2,182,88.65,,3100,0.0087,24.5,671,captivity,tiny,acceptable,,,5.534,3282.6,309.65,"3,64,20,43,44,55,61,06,00,00,00,00,000"
2269,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Prionodon,linsang,Banded linsang,,,,,2.25,,182,40,,700,,,,unknown,small,low,,,,,,"45,56,71,978"
2270,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,civettina,Malabar civet,365,213,68,,,,,,,12061,,15.4,671,captivity,tiny,questionable,,,,,,"6,71,97,81,308"
2271,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,tangalunga,Malayan civet,,,,,2,,,,,7350,,15,671,captivity,small,questionable,,,,,,"45,56,71,730"
2272,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,zibetha,Large indian civet,,,80,30,3,2,182,,,10000,,21.7,671,captivity,small,acceptable,,,,,,"43,44,55,61,06,71,978"
2273,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverricula,indica,Small Indian civet,,,,129,3.88,,,,,3000,,,,unknown,tiny,low,,,,,,"43,44,55,671"
2275,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,Bowhead whale,8212,8212,396,,1,0.3,1642,900000,,100000000,,211,21,wild,medium,acceptable,,,,,,"2,14,94,34,44,74,55,53,00,00,00,00,00,00,00,00,00,00,00,000"
2276,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,australis,Southern right whale,3285,,365,,1,0.3,1214,910000,,45000000,,70,434,wild,medium,acceptable,,,,,,"4,34,44,74,55,978"
2277,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,North atlantic right whale,2920,2920,350,213,1,0.29,1445,794328,,23000000,,67,642,wild,medium,acceptable,,,,,,"4,34,44,34,55,53,86,42,000"
2278,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Common minke whale,2740,2740,312,183,1,1,470,320000,,7500000,,50,542,wild,medium,acceptable,,,,,,"4,34,44,74,55,53,85,42,00,00,00,000"
2279,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,Sei whale,3652,3652,345,266,1,0.5,730,680000,,20000000,,74,1,wild,medium,acceptable,,,,,,"14,34,44,74,55,53,86,10,000"
2280,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,3104,3104,376,274,1,0.5,,1000000,,16000000,,72,1,wild,medium,acceptable,,,,,,"1,43,44,43,45,56,10,680"
2281,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,Blue whale,1827,1827,350,182,1,0.4,914,2000000,17000000,136000000,,110,1,wild,medium,acceptable,,,,,,"14,34,44,14,55,53,86,10,000"
2282,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,Fin whale,2701,2864,342,183,1,0.4,608,1800000,,70000000,,114,434,wild,medium,acceptable,,,,,,"43,44,55,53,86,10,680"
2283,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,1643,1643,342,,1,0.5,657,1350000,,30000000,,95,573,wild,medium,acceptable,,,,,309.15,"4,34,45,55,38,57,36,10,00,00,00,00,00,00,000"
2285,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,2008,2008,350,,1,,,6600,,50000,,,,unknown,small,low,,,,,,"4,34,44,34,55,671"
2286,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,hectori,Hector's dolphin,2829,2829,335,,1,0.42,,,,56000,,,,unknown,small,low,,,,,,"43,44,43,45,51,308"
2287,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,delphis,Short-beaked saddleback dolphin,1754,1583,301,345,1,0.4,548,7000,40000,80000,,25,1403,wild,medium,acceptable,,,,,,"4,34,44,34,55,61,06,71,00,00,000"
2288,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,3470,5332,452,730,1,0.2,1095,60000,,2200000,,63,1,wild,medium,acceptable,0.017,20,,,,"14,34,44,34,46,45,55,30,00,00,00,00,00,00,00,000"
2289,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,2470,4380,450,812,1,0.2,,109667,,1060000,,60,671,captivity,tiny,acceptable,0.015,10,,,,"4,34,44,34,55,53,86,10,00,00,00,00,00,000"
2290,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Grampus,griseus,Risso's dolphin,3652,3652,365,,1,,,,,425000,,42.5,671,captivity,tiny,acceptable,,,,,,"43,44,55,67,11,308"
2291,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenodelphis,hosei,Fraser's dolphin,2646,,335,,1,,,,,164000,,,,unknown,small,low,,,,,,"43,44,55,53,86,10,615"
2292,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,2231,,316,548,1.25,0.4,,24000,,208000,,27,1,wild,medium,acceptable,,,,,,"14,34,45,55,38,680"
2293,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,3832,,320,,1,,,14000,,103000,,46,671,captivity,small,acceptable,,,,,,"4,34,45,55,38,671"
2294,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,1826,1826,426,471,1,,,12300,45000,190000,,30,624,wild,medium,acceptable,,,,,,"4,34,44,34,55,624"
2295,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,3780,4930,435,471,1,0.2,1096,180000,,3987500,,90,784,wild,medium,acceptable,,14,,,309.15,"4,34,44,34,55,53,85,73,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000"
2296,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Peponocephala,electra,Melon-headed whale,4290,2465,365,,1,,,,,206000,,47,1,wild,medium,acceptable,,,,,,"14,34,455"
2297,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,False killer whale,3468,6756,451,730,1,0.1,1096,,,748000,,62.5,671,captivity,small,acceptable,,,,,309.75,"4,34,44,34,55,53,86,71,00,00,000"
2298,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sotalia,fluviatilis,"Tucuxi, or River dolphin",2192,2192,325,,1,,,,,46666.7,,,,unknown,small,low,,,,,,"43,44,55,67,11,308"
2299,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sousa,chinensis,Indo-Pacific humpbacked dolphin,3470,4566,365,150,1,,,,,280000,,,,unknown,small,low,,,,,,"4,55,67,17,30,97,81,23,00,000"
2300,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,2983,3956,345,543,1,0.3,1123,10000,,112500,,46,1,wild,medium,acceptable,,,,,,"1,43,44,55,53,86,10,680"
2301,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,2834,3025,350,,1.5,0.3,1253,10000,,112500,,57.5,500,wild,medium,acceptable,,,,,,"3,25,43,44,55,50,06,10,00,00,000"
2302,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,bredanensis,Rough-toothed dolphin,3650,2739,,,,,,,,114000,,32,1,wild,medium,acceptable,,,,,,"1,43,41,308"
2303,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,aduncus,Indo-pacific bottlenose dolphin,,,365,,,,1095,9829,,,,,,unknown,medium,low,,,,,,"97,81,465"
2304,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,2831,3689,365,,1,0.5,858,19350,,200000,,51.6,671,captivity,medium,acceptable,,,,,,"43,44,55,53,86,10,67,10,00,00,00,00,00,00,00,000"
2305,Animalia,Chordata,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,2922,2922,395,180,1,0.5,730,500000,,28500000,,77,573,wild,medium,acceptable,,,,,,"43,44,55,57,31,136"
2306,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,4383,2922,517,,1,0.3,,,,11380000,,84,,wild,medium,acceptable,,,,,,"43,44,43,53,86,80,978"
2307,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,3652,3287,365,365,1,1,365,,,6500000,,37,1,wild,medium,acceptable,,,,,,"14,34,455"
2308,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,densirostris,Blainville's beaked whale,3287,3287,,,,,,,,1088000,,,,unknown,small,low,,,,,,"4,34,44,11,308"
2309,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,europaeus,Gervais's beaked whale,,,,,,,,,,5600000,,48,443,wild,medium,acceptable,,,,,,"4,43,730"
2310,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,,,365,,1,,,,,2701000,,62,443,wild,medium,acceptable,,,,,,"43,44,43,455"
2311,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Inia,geoffrensis,"Amazon river dolphin, or Amazon dolphin",1826,1826,287,,1,,,6800,,84000,,31.3,671,captivity,tiny,acceptable,,,,,,"14,34,44,34,55,67,11,300"
2312,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,,,335,,1,1,,82000,,424600,,17,573,wild,medium,acceptable,,,,,,"43,44,55,573"
2313,Animalia,Chordata,Mammalia,Cetacea,Lipotidae,Lipotes,vexillifer,"Yangzte river dolphin, or Baiji",2920,,319,,1,0.5,730,,,83500,,24,671,captivity,small,questionable,,,,,,"43,44,43,45,56,71,978"
2314,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,1644,2283,416,,1,0.3,1004,66000,,1430000,,40,671,captivity,medium,acceptable,,,,,308.95,"4,34,45,55,38,57,36,71,00,00,00,00,000"
2315,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,2191,2922,450,,1,0.3,914,80000,,1250000,,50,561,wild,medium,acceptable,,,,,,"4,34,45,55,38,56,11,370"
2316,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,2190,1460,320,320,1,0.5,730,7000,24500,32500,,33,671,captivity,small,acceptable,,,,,,"43,44,43,45,55,62,67,10,00,000"
2317,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,1055,1461,320,243,1,1,365,7000,,52500,0.0088,20.4,671,captivity,small,acceptable,,,107.675,28500,,"3,39,43,34,34,45,56,71,00,00,000"
2318,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,1826,2375,347,302,1,0.7,1096,,,120000,,22,1,wild,medium,acceptable,,,,,,"14,34,45,55,38,56,16,10,000"
2319,Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,2922,3650,502,560,1,0.2,1259,1000000,,28500000,,77,1,wild,medium,acceptable,,,,,,"1,43,44,47,45,55,38,61,00,00,00,00,00,000"
2320,Animalia,Chordata,Mammalia,Cetacea,Platanistidae,Platanista,gangetica,Ganges dolphin,3652,3652,345,365,1,,,,,70000,,,,unknown,small,low,,,,,,"43,44,43,54,26,10,680"
2321,Animalia,Chordata,Mammalia,Cetacea,Pontoporiidae,Pontoporia,blainvillei,Franciscana,912,912,319,319,1,0.5,730,7900,,40500,,,,unknown,small,low,,,,,,"43,44,43,455"
2323,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Greater sac-winged bat,365,,,60,1,1,,3.49,6.8,7.9,,6,424,wild,medium,acceptable,,,0.081,7.8,308.65,"3,64,20,42,44,55,97,81,000"
2324,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Sharp-nosed tomb bat,278,609,99,,1,1,,4.22,,24.43,,4,1305,wild,medium,questionable,,,,,,"97,81,30,51,308"
2325,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,hilli,Hill's tomb bat,,,,,,,,,,21.99,,8.8,1305,wild,small,acceptable,,,,,,"1,30,51,308"
2326,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,fulvus,Fulvus roundleaf bat,563,563,158,,1,1,,2.34,,7,,13,424,wild,medium,acceptable,,,,,,"4,24,43,49,71,978"
2327,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Macroderma,gigas,Australian false vampire bat,365,365,91,,1,1,,21.6,,150,,22.6,671,captivity,small,acceptable,,,0.639,126,310.15,"36,42,04,55,67,19,71,90,00,000"
2328,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma,lyra,Greater false vampire bat,540,450,150,,1,1,,7.5,,38.6,,14,424,wild,medium,acceptable,,,,,,"42,44,55,971"
2329,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,australis,Little long-fingered bat,527,639,180,,1,1,,,,7.4,,,,unknown,small,low,,,,,,"97,81,30,51,308"
2330,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,schreibersii,Schreibers's long-fingered bat,577,730,100,,1,1,365,2.8,,13,0.0462,22,424,wild,medium,acceptable,,,0.145,10.9,310.85,"3,64,20,42,44,34,45,57,00,00,00,000"
2331,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Molossus,molossus,Pallas's mastiff bat,103,,108,,1,2,,3.49,,14,,5.6,1283,wild,tiny,acceptable,,,,,,"97,81,28,31,308"
2332,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Mormopterus,planiceps,Southern free-tailed bat,377,,120,,1,1,,2.06,,8.8,,,,unknown,small,low,,,,,,"4,55,67,17,30,97,81,300"
2333,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,273,547,78,,1,1,365,2.8,,12.5,0.112,12,671,captivity,tiny,acceptable,,,0.117,13.3,309.15,"3,64,20,42,44,34,45,54,00,00,00,00,00,00,00,00,00,00,00,00,000"
2334,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,teniotis,European free-tailed bat,365,,46,,1,,,,,35,,13,424,wild,medium,acceptable,,,,,308.25,"4,24,45,51,01,91,308"
2335,Animalia,Chordata,Mammalia,Chiroptera,Mystacinidae,Mystacina,tuberculata,New Zealand lesser short-tailed bat,,,,,1,1,,3.2,,23.5,,7.6,671,captivity,small,acceptable,,,,,,"4,34,45,56,71,971"
2336,Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio,leporinus,Greater bulldog bat,365,365,35,,1,1,,,,50,,11.8,671,captivity,medium,acceptable,,,0.4,61,306.95,"36,42,04,24,43,44,55,60,00,00,00,00,000"
2337,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Geoffroy's tailless bat,,,120,,1,1,,5.1,,15.2,,10,671,captivity,small,acceptable,,,,,,"4,34,45,56,71,971"
2338,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Jamaican fruit-eating bat,289,289,76,,1,2,,5.9,,42.2,,19.2,671,captivity,large,acceptable,,,0.359,46.1,309.55,"3,64,20,42,44,55,67,17,00,000"
2339,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Great fruit-eating bat,288,365,106,,1,2,220,10.5,,65,,,,unknown,tiny,low,,,0.602,70.1,310.45,"3,64,20,43,44,55,67,19,00,00,00,000"
2340,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,258,258,95,,1,2,159,5,,15,0.0347,17,671,captivity,large,high,,,0.24,14.9,309.55,"36,42,04,24,43,44,55,60,00,00,00,00,000"
2341,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Vampire bat,285,285,189,274,1,2,289,8,,33.2,0.0294,29.2,671,captivity,medium,acceptable,,,0.194,29.4,308.15,"3,64,20,42,44,34,45,56,00,00,00,00,00,00,000"
2342,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,ecaudata,Hairy-legged vampire bat,,,213,,1,,,4.8,,28,,8,974,wild,medium,acceptable,,,,,,"9,74,97,81,308"
2343,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,soricina,Pallas's long-tongued bat,,,106,61,1,2,,,,10,,11,671,captivity,large,acceptable,,,0.164,9.6,308.65,"36,42,04,24,43,44,55,60,00,00,000"
2344,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,Southern long-nosed bat,,,122,,1,1,,,,25,,10.1,974,wild,medium,acceptable,,,,,,"9,74,978"
2345,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,californicus,California leaf-nosed bat,120,365,270,,1,,,2.52,,11.6,,17,671,captivity,small,acceptable,,,0.082,11.7,308.15,"3,64,20,42,44,55,67,17,00,00,00,000"
2346,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,91,,244,,1,,,0.59,,16,,10.4,513,wild,medium,acceptable,,,,,,"5,13,97,81,308"
2347,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Pale spear-nosed bat,,,105,,1,,,7,,43.4,,9,424,wild,medium,acceptable,,,0.267,33.5,307.75,"36,42,04,24,455"
2348,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Greater spear-nosed bat,730,730,120,,1,1,,15.9,,81,,18,424,wild,medium,acceptable,,,0.559,84.2,307.85,"36,42,04,24,45,59,71,90,00,000"
2349,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,White-lined broad-nosed bat,,,106,,1,2,,8.3,,22,,13,671,captivity,small,acceptable,,,0.25,21.9,309.55,"3,64,20,43,44,55,67,19,00,000"
2350,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Little yellow-shouldered bat,289,289,105,,1,2,,5.2,,20,,12,671,captivity,small,acceptable,,,0.237,21.4,309.55,"3,64,20,43,44,55,67,19,00,00,00,000"
2351,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,brachyotis,Lesser short-nosed fruit bat,213,213,112,,1,2,,6.2,,45,,10.1,671,captivity,medium,acceptable,,,0.262,37.2,309.65,"3,64,20,43,44,55,67,19,00,000"
2352,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater short-nosed fruit bat,150,525,120,42,1.2,2,,11,25,75,,10,671,captivity,small,acceptable,,,,,,"43,44,55,671"
2353,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,715,,150,180,1,1,,55,,430,,12.3,671,captivity,small,acceptable,,,1.411,312.4,309.95,"36,42,04,34,45,56,71,90,00,000"
2354,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,helvum,Straw-colored fruit bat,,,275,65,1,1,365,50,135,306.25,,21.8,671,captivity,large,acceptable,,,,,307.65,"42,44,34,45,56,71,97,10,00,00,000"
2355,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,Gambian epauletted fruit bat,,,150,,1,1.5,,10,,80,,7.8,671,captivity,small,acceptable,,,,,,"4,34,45,56,71,978"
2356,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,244,,165,,1,2,,,,80,,10.1,671,captivity,tiny,acceptable,,,,,,"4,34,45,56,71,97,11,300"
